12112601151162000,SENSEX 26 Jan 15 85400 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585400CE,12,11,1162000,SENSEX,1,85400.0,CE,12100000001,None,0,0.0
12112601151162005,SENSEX 26 Jan 15 87700 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611587700CE,12,11,1162005,SENSEX,1,87700.0,CE,12100000001,None,0,0.0
12112601151162015,SENSEX 26 Jan 15 90100 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611590100PE,12,11,1162015,SENSEX,1,90100.0,PE,12100000001,None,0,0.0
12112601151162043,SENSEX 26 Jan 15 81700 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581700CE,12,11,1162043,SENSEX,1,81700.0,CE,12100000001,None,0,0.0
12112601151162068,SENSEX 26 Jan 15 93100 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611593100CE,12,11,1162068,SENSEX,1,93100.0,CE,12100000001,None,0,0.0
12112601151162108,SENSEX 26 Jan 15 79400 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611579400PE,12,11,1162108,SENSEX,1,79400.0,PE,12100000001,None,0,0.0
12112601151162111,SENSEX 26 Jan 15 91700 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591700CE,12,11,1162111,SENSEX,1,91700.0,CE,12100000001,None,0,0.0
12112601151162171,SENSEX 26 Jan 15 87100 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611587100PE,12,11,1162171,SENSEX,1,87100.0,PE,12100000001,None,0,0.0
12112601151162175,SENSEX 26 Jan 15 89400 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611589400PE,12,11,1162175,SENSEX,1,89400.0,PE,12100000001,None,0,0.0
12112601151162211,SENSEX 26 Jan 15 78700 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578700CE,12,11,1162211,SENSEX,1,78700.0,CE,12100000001,None,0,0.0
12112601151162218,SENSEX 26 Jan 15 81100 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581100PE,12,11,1162218,SENSEX,1,81100.0,PE,12100000001,None,0,0.0
12112601151162222,SENSEX 26 Jan 15 83400 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611583400PE,12,11,1162222,SENSEX,1,83400.0,PE,12100000001,None,0,0.0
12112601151162227,SENSEX 26 Jan 15 85700 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585700PE,12,11,1162227,SENSEX,1,85700.0,PE,12100000001,None,0,0.0
12112601151162296,SENSEX 26 Jan 15 91100 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591100PE,12,11,1162296,SENSEX,1,91100.0,PE,12100000001,None,0,0.0
12112601151162376,SENSEX 26 Jan 15 79300 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611579300CE,12,11,1162376,SENSEX,1,79300.0,CE,12100000001,None,0,0.0
12112601151162437,SENSEX 26 Jan 15 87000 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611587000CE,12,11,1162437,SENSEX,1,87000.0,CE,12100000001,None,0,0.0
12112601151162442,SENSEX 26 Jan 15 89300 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611589300CE,12,11,1162442,SENSEX,1,89300.0,CE,12100000001,None,0,0.0
12112601151162486,SENSEX 26 Jan 15 81000 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581000CE,12,11,1162486,SENSEX,1,81000.0,CE,12100000001,None,0,0.0
12112601151162492,SENSEX 26 Jan 15 83300 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611583300CE,12,11,1162492,SENSEX,1,83300.0,CE,12100000001,None,0,0.0
12112601151162494,SENSEX 26 Jan 15 85600 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585600CE,12,11,1162494,SENSEX,1,85600.0,CE,12100000001,None,0,0.0
12112601151162500,SENSEX 26 Jan 15 87900 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611587900CE,12,11,1162500,SENSEX,1,87900.0,CE,12100000001,None,0,0.0
12112601151162531,SENSEX 26 Jan 15 81900 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581900CE,12,11,1162531,SENSEX,1,81900.0,CE,12100000001,None,0,0.0
12112601151162552,SENSEX 26 Jan 15 91000 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591000CE,12,11,1162552,SENSEX,1,91000.0,CE,12100000001,None,0,0.0
12112601151162608,SENSEX 26 Jan 15 79600 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611579600PE,12,11,1162608,SENSEX,1,79600.0,PE,12100000001,None,0,0.0
12112601151162613,SENSEX 26 Jan 15 91900 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591900CE,12,11,1162613,SENSEX,1,91900.0,CE,12100000001,None,0,0.0
12112601151162668,SENSEX 26 Jan 15 85000 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585000PE,12,11,1162668,SENSEX,1,85000.0,PE,12100000001,None,0,0.0
12112601151162673,SENSEX 26 Jan 15 87300 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611587300PE,12,11,1162673,SENSEX,1,87300.0,PE,12100000001,None,0,0.0
12112601151162680,SENSEX 26 Jan 15 89600 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611589600PE,12,11,1162680,SENSEX,1,89600.0,PE,12100000001,None,0,0.0
12112601151162706,SENSEX 26 Jan 15 78900 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578900CE,12,11,1162706,SENSEX,1,78900.0,CE,12100000001,None,0,0.0
12112601151162711,SENSEX 26 Jan 15 81300 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581300PE,12,11,1162711,SENSEX,1,81300.0,PE,12100000001,None,0,0.0
12112601151162715,SENSEX 26 Jan 15 83600 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611583600PE,12,11,1162715,SENSEX,1,83600.0,PE,12100000001,None,0,0.0
12112601151162719,SENSEX 26 Jan 15 85900 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585900PE,12,11,1162719,SENSEX,1,85900.0,PE,12100000001,None,0,0.0
12112601151162773,SENSEX 26 Jan 15 88900 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611588900CE,12,11,1162773,SENSEX,1,88900.0,CE,12100000001,None,0,0.0
12112601151162785,SENSEX 26 Jan 15 91300 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591300PE,12,11,1162785,SENSEX,1,91300.0,PE,12100000001,None,0,0.0
12112601151162822,SENSEX 26 Jan 15 82900 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611582900CE,12,11,1162822,SENSEX,1,82900.0,CE,12100000001,None,0,0.0
12112601151162914,SENSEX 26 Jan 15 87200 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611587200CE,12,11,1162914,SENSEX,1,87200.0,CE,12100000001,None,0,0.0
12112601151162918,SENSEX 26 Jan 15 89500 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611589500CE,12,11,1162918,SENSEX,1,89500.0,CE,12100000001,None,0,0.0
12112601151162963,SENSEX 26 Jan 15 81200 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581200CE,12,11,1162963,SENSEX,1,81200.0,CE,12100000001,None,0,0.0
12112601151162968,SENSEX 26 Jan 15 83500 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611583500CE,12,11,1162968,SENSEX,1,83500.0,CE,12100000001,None,0,0.0
12112601151162973,SENSEX 26 Jan 15 85800 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585800CE,12,11,1162973,SENSEX,1,85800.0,CE,12100000001,None,0,0.0
12112601151163028,SENSEX 26 Jan 15 91200 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591200CE,12,11,1163028,SENSEX,1,91200.0,CE,12100000001,None,0,0.0
12112601151163132,SENSEX 26 Jan 15 78200 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578200CE,12,11,1163132,SENSEX,1,78200.0,CE,12100000001,None,0,0.0
12112601151163152,SENSEX 26 Jan 15 85200 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585200PE,12,11,1163152,SENSEX,1,85200.0,PE,12100000001,None,0,0.0
12112601151163158,SENSEX 26 Jan 15 87500 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611587500PE,12,11,1163158,SENSEX,1,87500.0,PE,12100000001,None,0,0.0
12112601151163163,SENSEX 26 Jan 15 89800 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611589800PE,12,11,1163163,SENSEX,1,89800.0,PE,12100000001,None,0,0.0
12112601151163205,SENSEX 26 Jan 15 81500 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581500PE,12,11,1163205,SENSEX,1,81500.0,PE,12100000001,None,0,0.0
12112601151163211,SENSEX 26 Jan 15 83800 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611583800PE,12,11,1163211,SENSEX,1,83800.0,PE,12100000001,None,0,0.0
12112601151163216,SENSEX 26 Jan 15 88200 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611588200CE,12,11,1163216,SENSEX,1,88200.0,CE,12100000001,None,0,0.0
12112601151163264,SENSEX 26 Jan 15 84500 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611584500CE,12,11,1163264,SENSEX,1,84500.0,CE,12100000001,None,0,0.0
12112601151163270,SENSEX 26 Jan 15 86800 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611586800CE,12,11,1163270,SENSEX,1,86800.0,CE,12100000001,None,0,0.0
12112601151163281,SENSEX 26 Jan 15 91500 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591500PE,12,11,1163281,SENSEX,1,91500.0,PE,12100000001,None,0,0.0
12112601151163310,SENSEX 26 Jan 15 80800 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611580800CE,12,11,1163310,SENSEX,1,80800.0,CE,12100000001,None,0,0.0
12112601151163391,SENSEX 26 Jan 15 78500 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578500PE,12,11,1163391,SENSEX,1,78500.0,PE,12100000001,None,0,0.0
12112601151163430,SENSEX 26 Jan 15 85100 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585100CE,12,11,1163430,SENSEX,1,85100.0,CE,12100000001,None,0,0.0
12112601151163477,SENSEX 26 Jan 15 81400 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581400CE,12,11,1163477,SENSEX,1,81400.0,CE,12100000001,None,0,0.0
12112601151163540,SENSEX 26 Jan 15 79100 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611579100PE,12,11,1163540,SENSEX,1,79100.0,PE,12100000001,None,0,0.0
12112601151163543,SENSEX 26 Jan 15 91400 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591400CE,12,11,1163543,SENSEX,1,91400.0,CE,12100000001,None,0,0.0
12112601151163605,SENSEX 26 Jan 15 89100 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611589100PE,12,11,1163605,SENSEX,1,89100.0,PE,12100000001,None,0,0.0
12112601151163626,SENSEX 26 Jan 15 78400 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578400CE,12,11,1163626,SENSEX,1,78400.0,CE,12100000001,None,0,0.0
12112601151163645,SENSEX 26 Jan 15 83100 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611583100PE,12,11,1163645,SENSEX,1,83100.0,PE,12100000001,None,0,0.0
12112601151163653,SENSEX 26 Jan 15 85400 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585400PE,12,11,1163653,SENSEX,1,85400.0,PE,12100000001,None,0,0.0
12112601151163655,SENSEX 26 Jan 15 87700 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611587700PE,12,11,1163655,SENSEX,1,87700.0,PE,12100000001,None,0,0.0
12112601151163698,SENSEX 26 Jan 15 81700 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581700PE,12,11,1163698,SENSEX,1,81700.0,PE,12100000001,None,0,0.0
12112601151163704,SENSEX 26 Jan 15 86100 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611586100CE,12,11,1163704,SENSEX,1,86100.0,CE,12100000001,None,0,0.0
12112601151163709,SENSEX 26 Jan 15 88400 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611588400CE,12,11,1163709,SENSEX,1,88400.0,CE,12100000001,None,0,0.0
12112601151163720,SENSEX 26 Jan 15 93100 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611593100PE,12,11,1163720,SENSEX,1,93100.0,PE,12100000001,None,0,0.0
12112601151163751,SENSEX 26 Jan 15 82400 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611582400CE,12,11,1163751,SENSEX,1,82400.0,CE,12100000001,None,0,0.0
12112601151163756,SENSEX 26 Jan 15 84700 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611584700CE,12,11,1163756,SENSEX,1,84700.0,CE,12100000001,None,0,0.0
12112601151163776,SENSEX 26 Jan 15 91700 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591700PE,12,11,1163776,SENSEX,1,91700.0,PE,12100000001,None,0,0.0
12112601151163864,SENSEX 26 Jan 15 78700 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578700PE,12,11,1163864,SENSEX,1,78700.0,PE,12100000001,None,0,0.0
12112601151163907,SENSEX 26 Jan 15 83000 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611583000CE,12,11,1163907,SENSEX,1,83000.0,CE,12100000001,None,0,0.0
12112601151163925,SENSEX 26 Jan 15 86400 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611586400PE,12,11,1163925,SENSEX,1,86400.0,PE,12100000001,None,0,0.0
12112601151163928,SENSEX 26 Jan 15 88700 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611588700PE,12,11,1163928,SENSEX,1,88700.0,PE,12100000001,None,0,0.0
12112601151163973,SENSEX 26 Jan 15 82700 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611582700PE,12,11,1163973,SENSEX,1,82700.0,PE,12100000001,None,0,0.0
12112601151163974,SENSEX 26 Jan 15 93000 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611593000CE,12,11,1163974,SENSEX,1,93000.0,CE,12100000001,None,0,0.0
12112601151164035,SENSEX 26 Jan 15 91600 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591600CE,12,11,1164035,SENSEX,1,91600.0,CE,12100000001,None,0,0.0
12112601151164097,SENSEX 26 Jan 15 87000 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611587000PE,12,11,1164097,SENSEX,1,87000.0,PE,12100000001,None,0,0.0
12112601151164100,SENSEX 26 Jan 15 89300 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611589300PE,12,11,1164100,SENSEX,1,89300.0,PE,12100000001,None,0,0.0
12112601151164128,SENSEX 26 Jan 15 78600 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578600CE,12,11,1164128,SENSEX,1,78600.0,CE,12100000001,None,0,0.0
12112601151164132,SENSEX 26 Jan 15 81000 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581000PE,12,11,1164132,SENSEX,1,81000.0,PE,12100000001,None,0,0.0
12112601151164141,SENSEX 26 Jan 15 83300 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611583300PE,12,11,1164141,SENSEX,1,83300.0,PE,12100000001,None,0,0.0
12112601151164143,SENSEX 26 Jan 15 85600 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611585600PE,12,11,1164143,SENSEX,1,85600.0,PE,12100000001,None,0,0.0
12112601151164189,SENSEX 26 Jan 15 84000 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611584000CE,12,11,1164189,SENSEX,1,84000.0,CE,12100000001,None,0,0.0
12112601151164195,SENSEX 26 Jan 15 86300 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611586300CE,12,11,1164195,SENSEX,1,86300.0,CE,12100000001,None,0,0.0
12112601151164200,SENSEX 26 Jan 15 88600 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611588600CE,12,11,1164200,SENSEX,1,88600.0,CE,12100000001,None,0,0.0
12112601151164210,SENSEX 26 Jan 15 91000 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591000PE,12,11,1164210,SENSEX,1,91000.0,PE,12100000001,None,0,0.0
12112601151164240,SENSEX 26 Jan 15 80300 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611580300CE,12,11,1164240,SENSEX,1,80300.0,CE,12100000001,None,0,0.0
12112601151164245,SENSEX 26 Jan 15 82600 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611582600CE,12,11,1164245,SENSEX,1,82600.0,CE,12100000001,None,0,0.0
12112601151164252,SENSEX 26 Jan 15 84900 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611584900CE,12,11,1164252,SENSEX,1,84900.0,CE,12100000001,None,0,0.0
12112601151164272,SENSEX 26 Jan 15 91900 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591900PE,12,11,1164272,SENSEX,1,91900.0,PE,12100000001,None,0,0.0
12112601151164318,SENSEX 26 Jan 15 92600 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611592600CE,12,11,1164318,SENSEX,1,92600.0,CE,12100000001,None,0,0.0
12112601151164352,SENSEX 26 Jan 15 78900 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578900PE,12,11,1164352,SENSEX,1,78900.0,PE,12100000001,None,0,0.0
12112601151164365,SENSEX 26 Jan 15 88000 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611588000PE,12,11,1164365,SENSEX,1,88000.0,PE,12100000001,None,0,0.0
12112601151164409,SENSEX 26 Jan 15 84300 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611584300PE,12,11,1164409,SENSEX,1,84300.0,PE,12100000001,None,0,0.0
12112601151164411,SENSEX 26 Jan 15 86600 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611586600PE,12,11,1164411,SENSEX,1,86600.0,PE,12100000001,None,0,0.0
12112601151164413,SENSEX 26 Jan 15 88900 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611588900PE,12,11,1164413,SENSEX,1,88900.0,PE,12100000001,None,0,0.0
12112601151164449,SENSEX 26 Jan 15 80600 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611580600PE,12,11,1164449,SENSEX,1,80600.0,PE,12100000001,None,0,0.0
12112601151164456,SENSEX 26 Jan 15 82900 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611582900PE,12,11,1164456,SENSEX,1,82900.0,PE,12100000001,None,0,0.0
12112601151164458,SENSEX 26 Jan 15 93200 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611593200CE,12,11,1164458,SENSEX,1,93200.0,CE,12100000001,None,0,0.0
12112601151164514,SENSEX 26 Jan 15 92900 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611592900PE,12,11,1164514,SENSEX,1,92900.0,PE,12100000001,None,0,0.0
12112601151164580,SENSEX 26 Jan 15 78800 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578800CE,12,11,1164580,SENSEX,1,78800.0,CE,12100000001,None,0,0.0
12112601151164585,SENSEX 26 Jan 15 81200 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611581200PE,12,11,1164585,SENSEX,1,81200.0,PE,12100000001,None,0,0.0
12112601151164629,SENSEX 26 Jan 15 84200 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611584200CE,12,11,1164629,SENSEX,1,84200.0,CE,12100000001,None,0,0.0
12112601151164634,SENSEX 26 Jan 15 86500 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611586500CE,12,11,1164634,SENSEX,1,86500.0,CE,12100000001,None,0,0.0
12112601151164639,SENSEX 26 Jan 15 88800 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611588800CE,12,11,1164639,SENSEX,1,88800.0,CE,12100000001,None,0,0.0
12112601151164647,SENSEX 26 Jan 15 91200 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611591200PE,12,11,1164647,SENSEX,1,91200.0,PE,12100000001,None,0,0.0
12112601151164680,SENSEX 26 Jan 15 80500 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611580500CE,12,11,1164680,SENSEX,1,80500.0,CE,12100000001,None,0,0.0
12112601151164683,SENSEX 26 Jan 15 82800 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611582800CE,12,11,1164683,SENSEX,1,82800.0,CE,12100000001,None,0,0.0
12112601151164740,SENSEX 26 Jan 15 78200 PE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611578200PE,12,11,1164740,SENSEX,1,78200.0,PE,12100000001,None,0,0.0
12112601151164741,SENSEX 26 Jan 15 90500 CE,14,20,0.05,,0915-1530|1815-1915:,2026-01-09,1768471200,BSE:SENSEX2611590500CE,12,11,1164741,SENSEX,1,90500.0,CE,12100000001,None,0,0.0
